0.109589041,292,NJ
0.254632864,214,NJ
0.122159091,187,NJ
0.188837209,182,NJ
0.129179331,179,NJ
0.089552239,175,NJ
0.138515781,173.5,NJ
0.143107244,173,NJ
0.150121065,169,NJ
0.132122213,169,NJ
0.208047105,168.5,NJ
0.278195489,167.5,NJ
0.274397245,167,NJ
0.127413127,167,NJ
0.122807018,164,NJ
0.333333333,163,NJ
0.157248157,163,NJ
0.129770992,163,NJ
0.117606228,163,NJ
0.168016679,161,NJ
0.128930818,160,NJ
0.10996119,158,NJ
0.141818182,156.5,NJ
0.239085239,156,NJ
0.170068027,156,NJ
0.142857143,156,NJ
0.128980892,156,NJ
0.111111111,156,NJ
0.101449275,156,NJ
0.082379863,156,NJ
0.147018031,154.5,NJ
0.114864865,154.5,NJ
0.104201681,154,NJ
0.100286533,153.5,NJ
0.170412492,153,NJ
0.169341894,152.5,NJ
0.121671519,152.5,NJ
0.103896104,151,NJ
0.188228762,150.5,NJ
0.072593801,150.5,NJ
0.181019332,149,NJ
0.166172107,149,NJ
0.155228758,149,NJ
0.153846154,149,NJ
0.134268537,149,NJ
0.121559633,149,NJ
0.11747851,149,NJ
0.100977199,149,NJ
0.099173554,149,NJ
0.094240838,149,NJ
0.093406593,149,NJ
0.08490566,149,NJ
0.072289157,149,NJ
0.072022161,149,NJ
0.152905199,148,NJ
0.103030303,148,NJ
0.134560907,147,NJ
0.176553672,146.5,NJ
0.105084746,145.5,NJ
0.161664034,145,NJ
0.102739726,145,NJ
0.1625,144,NJ
0.084583902,144,NJ
0.098501743,143,NJ
0.124643557,142.5,NJ
0.178921569,142,NJ
0.213254057,141,NJ
0.130974866,141,NJ
0.124899853,141,NJ
0.105809129,141,NJ
0.094713656,141,NJ
0.219487336,139,NJ
0.192783505,139,NJ
0.066666667,139,NJ
0.046979866,139,NJ
0.105902778,138.5,NJ
0.115653041,138,NJ
0.166120219,137,NJ
0.130027847,134,NJ
0.097902098,134,NJ
0.130563798,133,NJ
0.127745847,133,NJ
0.063157895,132.5,NJ
0.079090993,132,NJ
0.098113208,131,NJ
0.083459788,129,NJ
0.070413437,128,NJ
0.14321608,127,NJ
0.114084507,125,NJ
0.111913357,125,NJ
0.109677419,123,NJ
0.034653465,121,NJ
0.119375437,103,NJ
0.314199396,221,NY
0.315789474,200.5,NY
0.119834711,190.5,NY
0.095975232,188,NY
0.130590502,187,NY
0.121349904,176,NY
0.096,174.5,NY
0.151982379,173.5,NY
0.078651685,172,NY
0.21875,171,NY
0.115306122,169,NY
0.130830268,166,NY
0.176339286,157,NY
0.138014528,157,NY
0.204110423,154,NY
0.046999645,148,NY
0.089974293,146,NY
0.080961322,145,NY
0.073509015,136,NY
0.087962963,125,NY
0.050359712,125,NY
0.041380397,111.5,NY
0.095383341,111,NY
0.028225806,109,NY
0.088767748,107,NY
0.067342822,106,NY
0.0896796,105,NY
0.08994709,102,NY
0.042372881,102,NY
0.031269896,96,NY
0.036619718,93.5,NY
0.065087637,93,NY
0.018518519,93,NY
0.032894737,85,NY
0.05015674,204,MD
0.052941176,181,MD
0.05987055,178,MD
0.056872038,178,MD
0.052930005,178,MD
0.083725306,170.5,MD
0.053899846,168.5,MD
0.070422535,167,MD
0.05065666,164.5,MD
0.054421769,164,MD
0.047393365,164,MD
0.040816327,164,MD
0.053492193,158,MD
0.033482143,156,MD
0.037195452,155,MD
0.048442907,153,MD
0.083511777,147,MD
0.079439252,145.5,MD
0.076923077,145.5,MD
0.044303797,145.5,MD
0.077895694,145,MD
0.03538175,144.5,MD
0.049261084,141,MD
0.052230686,137,MD
0.063348416,136,MD
0.053760009,136,MD
0.068965517,135,MD
0.049019608,134,MD
0.04093414,133,MD
0.040584416,133,MD
0.101960784,132,MD
0.049586777,132,MD
0.037753746,131,MD
0.060712708,129,MD
0.094043887,128,MD
0.077777778,128,MD
0.053061224,128,MD
0.047823507,124,MD
0.038461538,123,MD
0.05975522,122,MD
0.078050452,121,MD
0.063157895,119,MD
0.061285207,118,MD
0.046137069,118,MD
0.03649635,117.5,MD
0.067516879,117,MD
0.073634204,116.5,MD
0.048338369,116.5,MD
0.043478261,116.5,MD
0.020080321,116.5,MD
0.074819815,116,MD
0.05669145,115,MD
0.017751479,113,MD
0.056952024,112,MD
0.085840059,111.5,MD
0.017990404,111,MD
0.011990408,111,MD
0.032142857,110,MD
0.039090909,108.5,MD
0.058823529,108,MD
0.031807781,108,MD
0.05,107.5,MD
0.035800024,106,MD
0.047478118,104.5,MD
0.054171181,104,MD
0.0548335,103.5,MD
0.062983425,100.5,MD
0.075426945,100,MD
0.071574488,99,MD
0.015428158,99,MD
0.05738476,92,MD
0.04428698,89,MD
0.038135593,86,MD
0.011998796,80,MD
0.105162524,136.5,DE
0.086852014,123,DE
0.045918367,177,CT
0.059931507,157,CT
0.052197802,143,CT
0.078263215,140,CT
0.085422248,137,CT
0.094651138,132,CT
0.069346187,129,CT
0.059354839,124,CT
0.053939864,123,CT
0.042128603,122.5,CT
0.0646741,119.5,CT
0.06503722,117.5,CT
0.051859612,115,CT
0.067755318,111,CT
0.06899949,110,CT
0.093106205,109,CT
0.034078807,103,CT
0.025287655,103,CT
0.068318318,97,CT
0.041484716,144,AL
0.023210832,144,AL
0,136,AL
0.026610049,133,AL
0.029673591,132,AL
0.026490066,132,AL
0.029490617,127.5,AL
0.024048772,123.5,AL
0.053435115,121,AL
0.049726215,121,AL
0.039592186,121,AL
0.038216561,121,AL
0.018018018,121,AL
0.077562327,120,AL
0.070881226,120,AL
0.06456044,120,AL
0.060941828,120,AL
0.052750194,120,AL
0.044642857,120,AL
0.029069767,120,AL
0.025974026,120,AL
0.025906736,120,AL
0.019607843,120,AL
0.008517893,120,AL
0.014912867,118.5,AL
0.054758869,111,AL
0.070325901,110,AL
0.036649215,109,AL
0.014187732,107.5,AL
0.051597052,107,AL
0.024043564,105.5,AL
0.022785856,105,AL
0.016483516,101,AL
0.034666667,90,AL
0.05841038,176,SC
0.045685279,167,SC
0.042708726,159.5,SC
0.029633304,154,SC
0.043269231,150.5,SC
0.062329615,138,SC
0.036431052,131.5,SC
0.083815029,124.5,SC
0.015584416,124.5,SC
0.090909091,124,SC
0.059278351,122.5,SC
0.047003877,121,SC
0.103896104,119,SC
0.04516129,119,SC
0.034883721,119,SC
0.054054054,115.5,SC
0.046666667,115.5,SC
0,115.5,SC
0.068235294,115,SC
0.091368437,114,SC
0.066350711,114,SC
0.048157122,114,SC
0.028901734,114,SC
0.06071964,109,SC
0.03934795,109,SC
0.033793334,105.5,SC
0.042680128,102,SC
0.029271757,101,SC
0.039393939,100,SC
0.058133858,99.5,SC
0.046103561,96,SC
0.02092517,96,SC
0.063948841,95,SC
0.051229508,92.5,SC
0.025711996,89,SC
0.055421687,84,SC
0.049919385,163,PA
0.07134561,153,PA
0.06621721,153,PA
0.083333333,150,PA
0.071005917,148,PA
0.048780488,148,PA
0.018001115,148,PA
0.010752688,144.5,PA
0.055724288,144,PA
0.044554455,142,PA
0.065770863,131,PA
0.032332564,129.5,PA
0.030317306,129,PA
0.035978785,127,PA
0.053333333,125,PA
0.031390135,125,PA
0.019900498,124.5,PA
0.051250933,123,PA
0.051282051,122.5,PA
0.040707965,122.5,PA
0.030444965,122.5,PA
0.0234375,122.5,PA
0.07568438,122,PA
0.097222222,120,PA
0.067126356,120,PA
0.061103527,119.5,PA
0.0412738,118.5,PA
0.080178174,118,PA
0.081045752,117,PA
0.038768315,117,PA
0.030232558,117,PA
0.038548753,115.5,PA
0.036231884,115.5,PA
0.02716302,115,PA
0.034810127,112.5,PA
0.043076923,112,PA
0.033506578,112,PA
0.029411765,112,PA
0.031558185,111.5,PA
0.07540395,111,PA
0.067620406,111,PA
0.04950495,111,PA
0.023687307,111,PA
0.018867925,111,PA
0.089690236,110,PA
0.079545455,110,PA
0.076142132,110,PA
0.058282209,110,PA
0.051895102,110,PA
0.048387097,110,PA
0.034596376,110,PA
0.068592058,109,PA
0.039473684,109,PA
0.028939108,106.5,PA
0.042345277,105,PA
0.068669528,104.5,PA
0.06797235,102,PA
0.025127225,99.5,PA
0.047975628,98,PA
0.046511628,98,PA
0.041841004,98,PA
0.050314465,97,PA
0.045725646,97,PA
0.023732988,96.5,PA
0.023898082,93,PA
0.037748379,92.5,PA
0.012105602,92.5,PA
0.03155006,91,PA
0,91,PA
0.008130081,90,PA
0.021806854,86,PA
0.044827586,85,PA
0.037878788,176,RI
0.069651741,171,RI
0.063591022,140,RI
0.035661611,115,RI
0.054644809,112.5,RI
0.078369561,112,RI
0.074500151,111,RI
0.082051282,104,RI
0.059340138,104,RI
0.046369117,104,RI
0.059550562,99.5,RI
0.056089776,98,RI
0.044973545,96,RI
0.048439182,94,RI
0.056402973,93,RI
0.057755305,87,RI
0.011796854,137,WV
0.041884817,84.5,WV
